data,dia_semana,milhar_1,cabeca_1,bicho_nome_1,bicho_numero_1,milhar_2,cabeca_2,bicho_nome_2,bicho_numero_2,milhar_3,cabeca_3,bicho_nome_3,bicho_numero_3,milhar_4,cabeca_4,bicho_nome_4,bicho_numero_4,milhar_5,cabeca_5,bicho_nome_5,bicho_numero_5,milhar_6,cabeca_6,bicho_nome_6,bicho_numero_6,milhar_7,cabeca_7,bicho_nome_7,bicho_numero_7,milhar_8,cabeca_8,bicho_nome_8,bicho_numero_8,milhar_9,cabeca_9,bicho_nome_9,bicho_numero_9,milhar_10,cabeca_10,bicho_nome_10,bicho_numero_10
2026-09-12,sábado,1716,17,Borboleta,4,4662,46,Leâo,16,4895,48,Veado,24,3679,36,Peru,20,0114,01,Borboleta,4,6983,69,Touro,21,5239,52,Coelho,10,5653,56,Gato,14,5545,55,Elefante,12,9397,93,Vaca,25
2026-09-11,sexta-feira,8015,80,Borboleta,4,3339,33,Coelho,10,7172,71,Porco,18,8102,81,Avestruz,1,6944,69,Cavalo,11,1161,11,Leâo,16,1481,14,Touro,21,2608,26,Águia,2,3047,30,Elefante,12,3304,33,Avestruz,1
2026-09-10,quinta-feira,1549,15,Galo,13,5659,56,Jacaré,15,7164,71,Leâo,16,9457,94,Jacaré,15,0412,04,Burro,3,9583,95,Touro,21,5240,52,Coelho,10,6240,62,Coelho,10,0438,04,Coelho,10,0958,09,Jacaré,15
2026-09-09,quarta-feira,3128,31,Carneiro,7,2826,28,Carneiro,7,4440,44,Coelho,10,4377,43,Peru,20,6657,66,Jacaré,15,5488,54,Tigre,22,3855,38,Gato,14,1001,10,Avestruz,1,0334,03,Cobra,9,3521,35,Cabra,6
2026-09-08,terça-feira,7671,76,Porco,18,9472,94,Porco,18,8173,81,Pavâo,19,7670,76,Porco,18,7182,71,Touro,21,3883,38,Touro,21,9525,95,Carneiro,7,5589,55,Urso,23,3419,34,Cachorro,5,3790,37,Urso,23
2026-09-07,segunda-feira,6226,62,Carneiro,7,4814,48,Borboleta,4,9429,94,Camelo,8,6823,68,Cabra,6,5646,56,Elefante,12,6242,62,Cavalo,11,4946,49,Elefante,12,0473,04,Pavâo,19,3980,39,Peru,20,6126,61,Carneiro,7
2026-09-05,sábado,7700,77,Vaca,25,1385,13,Tigre,22,5521,55,Cabra,6,9413,94,Borboleta,4,9839,98,Coelho,10,6049,60,Galo,13,1048,10,Elefante,12,6302,63,Avestruz,1,2576,25,Pavâo,19,5494,54,Veado,24
2026-09-04,sexta-feira,6233,62,Cobra,9,3623,36,Cabra,6,9558,95,Jacaré,15,9919,99,Cachorro,5,1925,19,Carneiro,7,9077,90,Peru,20,5770,57,Porco,18,8160,81,Jacaré,15,1128,11,Carneiro,7,9649,96,Galo,13
2026-09-03,quinta-feira,3852,38,Galo,13,0724,07,Cabra,6,8430,84,Camelo,8,9141,91,Cavalo,11,1359,13,Jacaré,15,0103,01,Avestruz,1,3528,35,Carneiro,7,7446,74,Elefante,12,3373,33,Pavâo,19,2393,23,Veado,24
2026-09-02,quarta-feira,1093,10,Veado,24,2387,23,Tigre,22,9211,92,Burro,3,0412,04,Burro,3,7437,74,Coelho,10,0039,00,Coelho,10,0861,08,Leâo,16,0016,00,Borboleta,4,8318,83,Cachorro,5,5057,50,Jacaré,15
2026-09-01,terça-feira,0140,01,Coelho,10,4797,47,Vaca,25,9286,92,Tigre,22,9048,90,Elefante,12,0197,01,Vaca,25,7166,71,Macaco,17,4887,48,Tigre,22,2338,23,Coelho,10,9929,99,Camelo,8,5899,58,Vaca,25
2026-08-31,segunda-feira,8527,85,Carneiro,7,9536,95,Cobra,9,8852,88,Galo,13,6904,69,Avestruz,1,7629,76,Camelo,8,3211,32,Burro,3,7622,76,Cabra,6,0658,06,Jacaré,15,4521,45,Cabra,6,3393,33,Veado,24
2026-08-29,sábado,8845,88,Elefante,12,8738,87,Coelho,10,3797,37,Vaca,25,7101,71,Avestruz,1,1958,19,Jacaré,15,5086,50,Tigre,22,7938,79,Coelho,10,4489,44,Urso,23,3283,32,Touro,21,4543,45,Cavalo,11
2026-08-28,sexta-feira,3486,34,Tigre,22,8288,82,Tigre,22,8231,82,Camelo,8,7914,79,Borboleta,4,3477,34,Peru,20,0740,07,Coelho,10,6330,63,Camelo,8,0991,09,Urso,23,5981,59,Touro,21,2499,24,Vaca,25
