data,dia_semana,milhar_1,cabeca_1,bicho_nome_1,bicho_numero_1,milhar_2,cabeca_2,bicho_nome_2,bicho_numero_2,milhar_3,cabeca_3,bicho_nome_3,bicho_numero_3,milhar_4,cabeca_4,bicho_nome_4,bicho_numero_4,milhar_5,cabeca_5,bicho_nome_5,bicho_numero_5,milhar_6,cabeca_6,bicho_nome_6,bicho_numero_6,milhar_7,cabeca_7,bicho_nome_7,bicho_numero_7,milhar_8,cabeca_8,bicho_nome_8,bicho_numero_8,milhar_9,cabeca_9,bicho_nome_9,bicho_numero_9,milhar_10,cabeca_10,bicho_nome_10,bicho_numero_10
2026-09-12,sábado,2279,22,Peru,20,6799,67,Vaca,25,1333,13,Cobra,9,7577,75,Peru,20,5941,59,Cavalo,11,7824,78,Cabra,6,1542,15,Cavalo,11,3778,37,Peru,20,5621,56,Cabra,6,5353,53,Gato,14
2026-09-11,sexta-feira,3242,32,Cavalo,11,0838,08,Coelho,10,8136,81,Cobra,9,7225,72,Carneiro,7,6349,63,Galo,13,1478,14,Peru,20,9065,90,Macaco,17,7318,73,Cachorro,5,5911,59,Burro,3,8669,86,Porco,18
2026-09-10,quinta-feira,5808,58,Águia,2,7983,79,Touro,21,5314,53,Borboleta,4,7502,75,Avestruz,1,3925,39,Carneiro,7,8231,82,Camelo,8,0109,01,Burro,3,8355,83,Gato,14,9502,95,Avestruz,1,6296,62,Veado,24
2026-09-09,quarta-feira,2906,29,Águia,2,6579,65,Peru,20,5178,51,Peru,20,1706,17,Águia,2,6511,65,Burro,3,7463,74,Leâo,16,4020,40,Cachorro,5,4340,43,Coelho,10,2118,21,Cachorro,5,9634,96,Cobra,9
2026-09-08,terça-feira,4354,43,Gato,14,6098,60,Vaca,25,0073,00,Pavâo,19,2396,23,Veado,24,6585,65,Tigre,22,7258,72,Jacaré,15,5497,54,Vaca,25,9978,99,Peru,20,8351,83,Galo,13,4503,45,Avestruz,1
2026-09-07,segunda-feira,7170,71,Porco,18,3088,30,Tigre,22,6531,65,Camelo,8,0594,05,Veado,24,3845,38,Elefante,12,9198,91,Vaca,25,8030,80,Camelo,8,7025,70,Carneiro,7,9744,97,Cavalo,11,3638,36,Coelho,10
2026-09-05,sábado,6188,61,Tigre,22,7411,74,Burro,3,1426,14,Carneiro,7,6265,62,Macaco,17,7741,77,Cavalo,11,7094,70,Veado,24,7741,77,Cavalo,11,9327,93,Carneiro,7,9989,99,Urso,23,2083,20,Touro,21
2026-09-04,sexta-feira,5864,58,Leâo,16,6861,68,Leâo,16,0773,07,Pavâo,19,0030,00,Camelo,8,8338,83,Coelho,10,1271,12,Porco,18,7308,73,Águia,2,3005,30,Águia,2,1303,13,Avestruz,1,8596,85,Veado,24
2026-09-03,quinta-feira,1245,12,Elefante,12,6855,68,Gato,14,6889,68,Urso,23,9996,99,Veado,24,6618,66,Cachorro,5,8146,81,Elefante,12,9095,90,Veado,24,7576,75,Pavâo,19,0670,06,Porco,18,2194,21,Veado,24
2026-09-02,quarta-feira,2345,23,Elefante,12,6077,60,Peru,20,3003,30,Avestruz,1,2180,21,Peru,20,4106,41,Águia,2,9826,98,Carneiro,7,8668,86,Macaco,17,9882,98,Touro,21,7150,71,Galo,13,9872,98,Porco,18
