data,dia_semana,milhar_1,cabeca_1,bicho_nome_1,bicho_numero_1,milhar_2,cabeca_2,bicho_nome_2,bicho_numero_2,milhar_3,cabeca_3,bicho_nome_3,bicho_numero_3,milhar_4,cabeca_4,bicho_nome_4,bicho_numero_4,milhar_5,cabeca_5,bicho_nome_5,bicho_numero_5,milhar_6,cabeca_6,bicho_nome_6,bicho_numero_6,milhar_7,cabeca_7,bicho_nome_7,bicho_numero_7,milhar_8,cabeca_8,bicho_nome_8,bicho_numero_8,milhar_9,cabeca_9,bicho_nome_9,bicho_numero_9,milhar_10,cabeca_10,bicho_nome_10,bicho_numero_10
2026-09-12,sábado,7162,71,Leâo,16,5372,53,Porco,18,7397,73,Vaca,25,7399,73,Vaca,25,1495,14,Veado,24,5317,53,Cachorro,5,6758,67,Jacaré,15,2742,27,Cavalo,11,1824,18,Cabra,6,3535,35,Cobra,9
2026-09-11,sexta-feira,7803,78,Avestruz,1,2182,21,Touro,21,2334,23,Cobra,9,5682,56,Touro,21,9436,94,Cobra,9,5791,57,Urso,23,9304,93,Avestruz,1,1167,11,Macaco,17,1858,18,Jacaré,15,9668,96,Macaco,17
2026-09-10,quinta-feira,7575,75,Pavâo,19,5398,53,Vaca,25,0180,01,Peru,20,2438,24,Coelho,10,5293,52,Veado,24,9808,98,Águia,2,5312,53,Burro,3,0503,05,Avestruz,1,2591,25,Urso,23,6926,69,Carneiro,7
2026-09-09,quarta-feira,1562,15,Leâo,16,7159,71,Jacaré,15,0770,07,Porco,18,6896,68,Veado,24,1156,11,Gato,14,2447,24,Elefante,12,1304,13,Avestruz,1,1426,14,Carneiro,7,8003,80,Avestruz,1,4369,43,Porco,18
2026-09-08,terça-feira,2064,20,Leâo,16,3003,30,Avestruz,1,9795,97,Veado,24,6384,63,Touro,21,5856,58,Gato,14,8957,89,Jacaré,15,3942,39,Cavalo,11,5795,57,Veado,24,1878,18,Peru,20,3054,30,Gato,14
2026-09-07,segunda-feira,0637,06,Coelho,10,5501,55,Avestruz,1,9387,93,Tigre,22,4180,41,Peru,20,5483,54,Touro,21,9789,97,Urso,23,7001,70,Avestruz,1,4239,42,Coelho,10,4508,45,Águia,2,8363,83,Leâo,16
2026-09-05,sábado,6176,61,Pavâo,19,2441,24,Cavalo,11,6218,62,Cachorro,5,5618,56,Cachorro,5,1477,14,Peru,20,9977,99,Peru,20,9370,93,Porco,18,8249,82,Galo,13,9714,97,Borboleta,4,3802,38,Avestruz,1
2026-09-04,sexta-feira,0065,00,Macaco,17,0788,07,Tigre,22,3766,37,Macaco,17,0314,03,Borboleta,4,8338,83,Coelho,10,1371,13,Porco,18,3032,30,Camelo,8,0007,00,Águia,2,3581,35,Touro,21,6958,69,Jacaré,15
2026-09-03,quinta-feira,9661,96,Leâo,16,9882,98,Touro,21,9854,98,Gato,14,6955,69,Gato,14,8166,81,Macaco,17,0798,07,Vaca,25,6501,65,Avestruz,1,7794,77,Veado,24,0656,06,Gato,14,4912,49,Burro,3
2026-09-02,quarta-feira,2362,23,Leâo,16,1003,10,Avestruz,1,8074,80,Pavâo,19,0375,03,Pavâo,19,6014,60,Borboleta,4,7989,79,Urso,23,1868,18,Macaco,17,5862,58,Leâo,16,0286,02,Tigre,22,2789,27,Urso,23
